trial_id,population,leg,band,target_epoch,trial_kind,injected_value
D41f39360aba25f92,heldout,outbound,15_30,24,dvv,0.0001
D45984d7718c6c6b7,heldout,outbound,15_30,2,dvv,0.001
D3533a333da41b949,heldout,outbound,15_30,42,dvv,0.0001
D5461ab068724a5ca,heldout,outbound,15_30,14,dvv,0.0001
D6a538c28bde7cd05,heldout,outbound,15_30,4,source_jitter,1.4932463e-05
D2b2712665a0a811f,heldout,outbound,15_30,24,dvv,-0.002
D19cc4687bc66f807,heldout,outbound,15_30,18,dvv,0.01
D2dd7d91fbf574e66,heldout,outbound,15_30,26,dvv,-0.0001
D1e91d94e5008060b,heldout,outbound,15_30,28,dvv,-0.01
D457c51d7495a35d2,heldout,outbound,15_30,38,dvv,0.002
D3eb181cd178ea2ce,heldout,outbound,15_30,38,dvv,-0.005
D1884eb8b94461adc,heldout,outbound,15_30,2,dvv,-0.01
D68ae7c9e8fbfb81b,heldout,outbound,15_30,38,dvv,-0.0001
D1d43070397a04cb0,heldout,outbound,15_30,32,dvv,0.01
D15c304efca1c5eb7,heldout,outbound,15_30,30,dvv,-0.002
D02c5c2ea50c2963f,heldout,outbound,15_30,44,dvv,-0.0002
D075e59f3ee6a56f9,heldout,outbound,15_30,22,dvv,-0.002
D368b7d3bda0ca489,heldout,outbound,15_30,34,dvv,0.0001
D2e37768209ad3a7e,heldout,outbound,15_30,22,dvv,0.001
D68de40ced7d3a213,heldout,outbound,15_30,44,source_jitter,0.000385534302
D27d3e26f9f5e635a,heldout,outbound,15_30,40,dvv,-0.0001
D659040e4f79abfe8,heldout,outbound,15_30,40,source_jitter,-0.000255221305
D742403eeb9930378,heldout,outbound,15_30,44,dvv,0.0002
D62cc4ef5bb51acac,heldout,outbound,15_30,34,dvv,0.001
D052945dc3bcc7229,heldout,outbound,15_30,2,dvv,0.01
D6b582aa3e125a68f,heldout,outbound,15_30,0,dvv,-0.005
D5eb423a28e7188ad,heldout,outbound,15_30,34,source_jitter,0.000274231119
D559c877e3d9475e8,heldout,outbound,15_30,0,dvv,0
D72e719e82f3138bb,heldout,outbound,15_30,2,dvv,0
D4e6602c84050b38c,heldout,outbound,15_30,36,dvv,0
D69d407ca671170d7,heldout,outbound,15_30,16,dvv,0
D1115b5951c178b1c,heldout,outbound,15_30,36,source_jitter,-0.00078921682
D65d90d46cd01d9fc,heldout,outbound,15_30,32,dvv,0.002
D3ca0af85bf4fefb8,heldout,outbound,15_30,28,dvv,0.001
D0a0a4623a9bd82d1,heldout,outbound,15_30,34,dvv,-0.01
D2f91c0c7ec021c86,heldout,outbound,15_30,4,dvv,0.01
D4c64690683e6824e,heldout,outbound,15_30,38,dvv,0.01
D7da4e1587640ef44,heldout,outbound,15_30,20,dvv,0.0001
D67e4a7f076ae8ff5,heldout,outbound,15_30,14,dvv,-0.005
D230886324da2d7b8,heldout,outbound,15_30,4,dvv,0
D5c892c0c42c6be08,heldout,outbound,15_30,12,dvv,-0.01
D1bde0442ace5e7ae,heldout,outbound,15_30,20,dvv,0.01
D34bde64a82240a87,heldout,outbound,15_30,22,dvv,0.005
D619b92dad205e480,heldout,outbound,15_30,24,dvv,0.0005
D638b55bada3036bf,heldout,outbound,15_30,22,dvv,-0.001
D725b40e11c0d132e,heldout,outbound,15_30,24,dvv,0.0002
D736716827d4fc6ae,heldout,outbound,15_30,42,dvv,0
D58ffec13c452ef83,heldout,outbound,15_30,26,dvv,0.001
D0dae6f6ed3a6e604,heldout,outbound,15_30,2,dvv,0.005
D2a44e559ab290e7b,heldout,outbound,15_30,26,dvv,-0.005
D39cee4afabe6a973,heldout,outbound,15_30,30,dvv,0.001
D5f26a3846f600089,heldout,outbound,15_30,40,dvv,0.01
D341b6a1b32f456d9,heldout,outbound,15_30,10,dvv,0.005
D4961abf090f0221d,heldout,outbound,15_30,2,dvv,0.0005
D7a49ac1846fe4f68,heldout,outbound,15_30,16,dvv,0.0001
D76c7a0f1b8da46a4,heldout,outbound,15_30,8,dvv,0.005
D4fde3fd91c1458b7,heldout,outbound,15_30,20,dvv,-0.0005
D27f8866248a05e47,heldout,outbound,15_30,6,dvv,-0.0001
D67ba43e615ddca13,heldout,outbound,15_30,22,dvv,-0.005
D234a93b6d5d5c614,heldout,outbound,15_30,44,dvv,0.002
D6279d0e643c44fc9,heldout,outbound,15_30,10,dvv,-0.0001
D038aced6a81b5b84,heldout,outbound,15_30,0,dvv,0.002
D500add7f8cdcef18,heldout,outbound,15_30,10,dvv,0.0002
D00c6dbf8285af7bb,heldout,outbound,15_30,26,dvv,0.01
D2c1c406efe59f81d,heldout,outbound,15_30,30,dvv,-0.0005
D2fd41a2a7ec5f736,heldout,outbound,15_30,4,dvv,0.0002
D4de76ba0532bea2c,heldout,outbound,15_30,6,dvv,0.0002
D428cd23c4eddce6f,heldout,outbound,15_30,38,dvv,-0.001
D3243027354a04c08,heldout,outbound,15_30,28,dvv,0.0001
D4e0c5fc499542e2b,heldout,outbound,15_30,8,constant_shift,0.005
D3fca327010c320e2,heldout,outbound,15_30,36,dvv,0.0005
D058f38350a16d7bf,heldout,outbound,15_30,38,constant_shift,0.005
D6e28f385dbab2bcf,heldout,outbound,15_30,12,dvv,0.01
D5555e42321ca20f7,heldout,outbound,15_30,24,dvv,-0.01
D1e88f9da60f86880,heldout,outbound,15_30,30,dvv,0.0002
D5b241a5a514909c5,heldout,outbound,15_30,18,dvv,0.002
D10e7c6e42d89f2b4,heldout,outbound,15_30,8,dvv,0.0001
D437eda37324ea8e7,heldout,outbound,15_30,42,dvv,-0.0005
D43d72d8e201f537d,heldout,outbound,15_30,20,dvv,-0.001
D69bfe030e42abab4,heldout,outbound,15_30,30,dvv,0.01
D7af11009873a3c2f,heldout,outbound,15_30,24,dvv,-0.0002
D0cbe838ee4e1c8ed,heldout,outbound,15_30,30,dvv,-0.0001
D1de0a04fea01ed31,heldout,outbound,15_30,20,constant_shift,0.005
D2065794cc5e8b039,heldout,outbound,15_30,42,dvv,0.0005
D16384f14c3544da3,heldout,outbound,15_30,36,dvv,0.002
D45bd50812308a72f,heldout,outbound,15_30,2,dvv,-0.0002
D10cd024e11c60421,heldout,outbound,15_30,14,dvv,-0.01
D5c2fb747accd3a6c,heldout,outbound,15_30,24,dvv,-0.0001
D2af6710fafeaf36d,heldout,outbound,15_30,14,dvv,-0.002
D4b0c11ca0c939b21,heldout,outbound,15_30,14,dvv,0.005
D4ae0315844de480a,heldout,outbound,15_30,0,dvv,0.01
D5bda74e2222d167c,heldout,outbound,15_30,14,dvv,-0.0002
D3dfc03e3e457fdd1,heldout,outbound,15_30,18,constant_shift,0.005
D75bec0cb4890d951,heldout,outbound,15_30,26,constant_shift,0.005
D6e81141549b11470,heldout,outbound,15_30,18,dvv,0.0002
D59ed73b9fdb57f52,heldout,outbound,15_30,44,dvv,-0.002
D08ce7d30696742da,heldout,outbound,15_30,18,dvv,-0.005
D3b4d686752f390e8,heldout,outbound,15_30,10,dvv,-0.002
D63db9cb0b8b3c0c1,heldout,outbound,15_30,18,dvv,0.001
D54791a2957bf1409,heldout,outbound,15_30,42,dvv,-0.01
D308bb2d9c38ea611,heldout,outbound,15_30,20,dvv,-0.005
D275af7f769479cd3,heldout,outbound,15_30,24,dvv,0.01
D4ec8c492ed7d20f1,heldout,outbound,15_30,32,constant_shift,0.005
D6d819f8ff64ddbe4,heldout,outbound,15_30,16,constant_shift,0.005
D33d58374f817decc,heldout,outbound,15_30,44,dvv,-0.01
D595d40499ea7020d,heldout,outbound,15_30,36,dvv,0.0002
D4a733e5396d79eb8,heldout,outbound,15_30,16,dvv,-0.0001
D6a7c0a4b0ee75822,heldout,outbound,15_30,18,dvv,-0.002
D103bfa8da0722af9,heldout,outbound,15_30,44,dvv,0
D62238e91282d42ff,heldout,outbound,15_30,22,dvv,-0.0005
D2ff28051b264dc6f,heldout,outbound,15_30,10,dvv,0.002
D1f70676f7ab2db2b,heldout,outbound,15_30,32,dvv,0.001
D21c2e6551d14437b,heldout,outbound,15_30,12,dvv,-0.0001
D740ec8db5abb2a41,heldout,outbound,15_30,32,dvv,-0.001
D1cd96c8b796cd47a,heldout,outbound,15_30,38,dvv,0.001
D033161a786b2a37e,heldout,outbound,15_30,26,dvv,0.0005
D528be67cf4c009f4,heldout,outbound,15_30,40,dvv,0.0005
D3617f9edda98e1ac,heldout,outbound,15_30,42,dvv,-0.0001
D0c6f65fb41275152,heldout,outbound,15_30,40,dvv,-0.002
D3e029dbe1ec82638,heldout,outbound,15_30,20,dvv,0.0002
D43c4f1038d33c3d7,heldout,outbound,15_30,34,dvv,-0.0005
D78d78caebbc870d2,heldout,outbound,15_30,10,dvv,-0.001
D63eb3b05fefad6e5,heldout,outbound,15_30,4,dvv,0.001
D079ab4fb79c1abef,heldout,outbound,15_30,2,dvv,-0.001
D036a581adb83de65,heldout,outbound,15_30,2,dvv,-0.0001
D4ee871cb366f7b72,heldout,outbound,15_30,28,constant_shift,0.005
D77d4a69cc5829145,heldout,outbound,15_30,0,dvv,-0.002
D4d2ce2d5c6e5a123,heldout,outbound,15_30,4,dvv,-0.0005
D025dfabbdcb46f8a,heldout,outbound,15_30,6,dvv,-0.0005
D43896ce837336a20,heldout,outbound,15_30,42,dvv,0.0002
D11b1928fb2735cb1,heldout,outbound,15_30,38,dvv,0.0005
D6abe5f3ef115dee4,heldout,outbound,15_30,26,dvv,0.0002
D135e14f1e1cbac97,heldout,outbound,15_30,14,dvv,0.002
D4b5bc570417c945a,heldout,outbound,15_30,18,dvv,0.005
D66595469bdc315c3,heldout,outbound,15_30,0,dvv,-0.0002
D5ef113d82bb60eda,heldout,outbound,15_30,4,dvv,-0.002
D36ab5301d68ee30b,heldout,outbound,15_30,30,dvv,-0.001
D1b456fe20c04e836,heldout,outbound,15_30,38,dvv,-0.0005
D15c34df7dff8422b,heldout,outbound,15_30,16,dvv,0.005
D077d4636ef40b5d2,heldout,outbound,15_30,8,dvv,-0.01
D6858366238b062f6,heldout,outbound,15_30,28,source_jitter,0.000333737369
D05c9a95e5ea0aaeb,heldout,outbound,15_30,28,dvv,-0.001
D6b0d906f6267bbd4,heldout,outbound,15_30,16,dvv,-0.0005
D7a58239d31beb79c,heldout,outbound,15_30,2,dvv,0.0002
D6e6e6955982e079a,heldout,outbound,15_30,4,dvv,0.0001
D19b56d4b8ffdad19,heldout,outbound,15_30,4,dvv,-0.005
D30d66447c4201a17,heldout,outbound,15_30,16,dvv,0.0002
D187f4e829f69d7e2,heldout,outbound,15_30,26,dvv,-0.0005
D63aed30a032f3976,heldout,outbound,15_30,24,dvv,0.002
D58f6629ff9b4fdaa,heldout,outbound,15_30,26,dvv,0.005
D034ded3417e77f52,heldout,outbound,15_30,20,dvv,0.001
D52363ad751db15ea,heldout,outbound,15_30,6,dvv,-0.0002
D2837eb17428c30fb,heldout,outbound,15_30,24,constant_shift,0.005
D35c20044775cf6c5,heldout,outbound,15_30,32,dvv,-0.0001
D6caa55df569aa872,heldout,outbound,15_30,18,dvv,-0.0001
D33310426f96544fc,heldout,outbound,15_30,10,dvv,-0.0002
D45514a438fbc3797,heldout,outbound,15_30,14,source_jitter,3.59608746e-05
D0486c459b9aa63d5,heldout,outbound,15_30,2,dvv,0.0001
D0a9fba9887311725,heldout,outbound,15_30,36,dvv,0.0001
D773a2eab170666cd,heldout,outbound,15_30,4,constant_shift,0.005
D56ce701498ee03f7,heldout,outbound,15_30,6,dvv,0.0001
D0be6b59fded54139,heldout,outbound,15_30,14,dvv,0
D05444539620b328d,heldout,outbound,15_30,18,dvv,0
D1280d7f43c7f0510,heldout,outbound,15_30,18,dvv,-0.0002
D21e45236c554e2ce,heldout,outbound,15_30,28,dvv,-0.005
D5c6d5fec7bca4281,heldout,outbound,15_30,30,dvv,0
D3b233978be1cce27,heldout,outbound,15_30,8,dvv,-0.0001
D2aa06f0a84e65dbe,heldout,outbound,15_30,42,constant_shift,0.005
D1150be2ed0724f55,heldout,outbound,15_30,40,dvv,-0.0002
D0ef6a267dc49d162,heldout,outbound,15_30,8,dvv,-0.001
D39c2fd6e9c7bf9cd,heldout,outbound,15_30,12,dvv,-0.0005
D54e568cb91562bff,heldout,outbound,15_30,42,dvv,0.005
D3d99f9d89514b9f6,heldout,outbound,15_30,20,dvv,0.0005
D2233d2aa4dc52c93,heldout,outbound,15_30,4,dvv,-0.001
D10194ae75f245691,heldout,outbound,15_30,34,dvv,-0.0002
D5fbaf34d258922ab,heldout,outbound,15_30,0,dvv,-0.001
D0316e9effad227db,heldout,outbound,15_30,34,dvv,0.01
D35db3c5343b8a8c5,heldout,outbound,15_30,8,dvv,0.01
D29ea72bfa8a19e55,heldout,outbound,15_30,40,dvv,-0.0005
D2c264ce0e4f42c2b,heldout,outbound,15_30,42,dvv,0.002
D731568f0c2832861,heldout,outbound,15_30,8,dvv,0.0005
D7e4954993cd3ef30,heldout,outbound,15_30,8,dvv,-0.005
D6048ef9047a94504,heldout,outbound,15_30,26,dvv,0
D770cc75864eb6221,heldout,outbound,15_30,32,dvv,-0.0005
D19bec7cfb5aa11f8,heldout,outbound,15_30,24,dvv,0
D6416271c1fc430d3,heldout,outbound,15_30,0,dvv,-0.0005
D16ad2c5fb889dfa3,heldout,outbound,15_30,36,dvv,-0.0001
D720f03403fbe59ad,heldout,outbound,15_30,32,dvv,-0.0002
D729ad380e52dda3f,heldout,outbound,15_30,6,source_jitter,4.02908766e-07
D2b4f028bab671208,heldout,outbound,15_30,10,dvv,-0.0005
D38eae00fdef36c0f,heldout,outbound,15_30,40,dvv,0.001
D29fd8fcbca8d5755,heldout,outbound,15_30,34,dvv,0.0005
D7daa4d2ebc9661f0,heldout,outbound,15_30,44,dvv,-0.0005
D32f30f892b43fee4,heldout,outbound,15_30,32,dvv,0.0005
D52cecd4251913a3c,heldout,outbound,15_30,22,dvv,0.0002
D131309a33934a8f9,heldout,outbound,15_30,10,source_jitter,9.56749406e-05
D3588dcb5abc3b6cc,heldout,outbound,15_30,28,dvv,0.005
D3ef85aadbb800d14,heldout,outbound,15_30,14,dvv,0.001
D4e823c005f34b6f0,heldout,outbound,15_30,30,dvv,0.002
D0f906151e0ce2ba6,heldout,outbound,15_30,36,dvv,0.005
D423159ad52eea9df,heldout,outbound,15_30,6,dvv,-0.01
D59b6d5a936fb619e,heldout,outbound,15_30,36,dvv,-0.0002
D3384cfebae3aebd3,heldout,outbound,15_30,30,dvv,0.0005
D560799a79a4a9f66,heldout,outbound,15_30,0,dvv,0.001
D5cc2c055be917d1b,heldout,outbound,15_30,44,dvv,0.0005
D613946dcc8b1dac3,heldout,outbound,15_30,40,dvv,0.0001
D36fbdd5a6b3f543b,heldout,outbound,15_30,40,dvv,0.005
D354bfc623cbfde81,heldout,outbound,15_30,38,dvv,0.0002
D620b26ca49792e25,heldout,outbound,15_30,44,dvv,-0.001
D5cc8d5fd375e7963,heldout,outbound,15_30,16,dvv,-0.01
D203743866e8464e4,heldout,outbound,15_30,22,dvv,0.01
D161e40ee0df8ecb2,heldout,outbound,15_30,40,constant_shift,0.005
D3a514fe1a5ed316e,heldout,outbound,15_30,44,dvv,0.0001
D657bdc0116b122b1,heldout,outbound,15_30,6,dvv,0
D502b2893754bce93,heldout,outbound,15_30,4,dvv,0.005
D28a167c86e0b0e50,heldout,outbound,15_30,16,dvv,-0.001
D3f24aaadbf9dd4cd,heldout,outbound,15_30,26,dvv,-0.01
D14f9324f596fa866,heldout,outbound,15_30,32,dvv,0.005
D2b01777261fc47a0,heldout,outbound,15_30,30,source_jitter,-0.000108577403
D143efbbc4793a4c5,heldout,outbound,15_30,26,dvv,-0.001
D4beefb03b4010b58,heldout,outbound,15_30,0,dvv,-0.01
D7ac81adc05f9c1b3,heldout,outbound,15_30,42,source_jitter,0.000215567779
D181a9a617914a72f,heldout,outbound,15_30,42,dvv,0.001
D2477182844e16727,heldout,outbound,15_30,8,dvv,-0.0005
D141097833de472cb,heldout,outbound,15_30,40,dvv,0
D0b67abf50fd94649,heldout,outbound,15_30,10,dvv,0.0001
D09a69e718b7295e7,heldout,outbound,15_30,4,dvv,-0.0002
D09f897eac5a8ca50,heldout,outbound,15_30,22,dvv,-0.0001
D16d4d6b5f123c5ef,heldout,outbound,15_30,0,dvv,-0.0001
D3540bda7ae757973,heldout,outbound,15_30,24,dvv,-0.001
D57679598b70bc1e0,heldout,outbound,15_30,36,dvv,-0.005
D3090f6eeaf2a96d4,heldout,outbound,15_30,10,dvv,0.001
D5a16c98ce1128fbd,heldout,outbound,15_30,4,dvv,-0.01
D41296aa85db116ef,heldout,outbound,15_30,12,dvv,0
D773b45c04c5e7537,heldout,outbound,15_30,28,dvv,0.01
D7fbb06a2e36a56ac,heldout,outbound,15_30,30,dvv,0.005
D19f3fc9c6f4c3813,heldout,outbound,15_30,12,constant_shift,0.005
D35df4881c449674c,heldout,outbound,15_30,14,dvv,0.0002
D24d42754ebd1647e,heldout,outbound,15_30,44,dvv,0.001
D2d9815b2b17a068e,heldout,outbound,15_30,32,dvv,0.0001
D26a4c3ba997fca52,heldout,outbound,15_30,24,source_jitter,-0.000778851024
D611f1abc46ebbdbf,heldout,outbound,15_30,38,dvv,-0.0002
D2f6dafc013dc43b5,heldout,outbound,15_30,40,dvv,-0.001
D5bad35d52351e8c5,heldout,outbound,15_30,6,dvv,0.002
D7b8c6425fb7ed490,heldout,outbound,15_30,42,dvv,-0.0002
D27a71cc2e48db0f2,heldout,outbound,15_30,34,dvv,0.0002
D52b7c7200e7bd019,heldout,outbound,15_30,20,dvv,0
D6baf1ec5223f515f,heldout,outbound,15_30,6,dvv,0.01
D0e63204477d3e14e,heldout,outbound,15_30,34,constant_shift,0.005
D5d07706ea9ef45ee,heldout,outbound,15_30,20,dvv,-0.002
D64bf8eab5af9629b,heldout,outbound,15_30,2,source_jitter,0.000308416078
D7a0e024dcb458672,heldout,outbound,15_30,36,dvv,0.01
D5bb411193a6dcdca,heldout,outbound,15_30,2,dvv,-0.002
D75c8df5ee8e87f01,heldout,outbound,15_30,12,dvv,-0.002
D29cab56518cdb561,heldout,outbound,15_30,10,dvv,-0.01
D018f943238be6647,heldout,outbound,15_30,40,dvv,0.002
D63577ab1ed2e7ee1,heldout,outbound,15_30,10,dvv,0.0005
D600ed66672e7212e,heldout,outbound,15_30,12,dvv,0.005
D384bf25a043eb9e2,heldout,outbound,15_30,44,constant_shift,0.005
D75c09ff2cbf54bdf,heldout,outbound,15_30,30,constant_shift,0.005
D4a2c89772a05b256,heldout,outbound,15_30,8,dvv,0
D6a566da11d4fa773,heldout,outbound,15_30,32,dvv,-0.005
D3e1501981c6f7748,heldout,outbound,15_30,16,dvv,0.002
D269501dec0b265c0,heldout,outbound,15_30,0,dvv,0.0002
