population,leg,band,pass,injected_dvv,n_trials,n_recovered,median_estimated_dvv,bias,robust_scatter_1p4826_mad,rmse,detection_probability,correct_sign_probability,correct_sign_detection_probability
heldout,outbound,15_30,aperture_800m,0.005,23,23,0.0054466988253,0.0004006726152565216,0.0014552766367944003,0.0012191284701003687,1.0,1.0,1.0
heldout,outbound,15_30,aperture_800m,0.01,23,23,0.0107179955273,0.0006844951875173911,0.0012126580201553996,0.0013113556172127494,1.0,1.0,1.0
heldout,outbound,15_30,displaced_intercept,-0.01,23,23,-0.01001405804437,2.5885745282174086e-05,0.0010185710587542005,0.000986249559761287,1.0,1.0,1.0
heldout,outbound,15_30,displaced_intercept,-0.005,23,23,-0.00497741432937,2.1311417412608767e-05,0.0010745130067643996,0.0009817067194200788,1.0,1.0,1.0
heldout,outbound,15_30,displaced_intercept,-0.002,23,23,-0.00199968509337,1.2892056951739158e-05,0.0010882268403048002,0.0009834389354564563,0.6956521739130435,0.9565217391304348,0.6956521739130435
heldout,outbound,15_30,displaced_intercept,-0.001,23,23,-0.00099998352037,1.0971544378260945e-05,0.0011115877904418,0.0009835389161784252,0.30434782608695654,0.8260869565217391,0.30434782608695654
heldout,outbound,15_30,displaced_intercept,-0.0005,23,23,-0.00049985687187,8.865244587391297e-06,0.0011298865993232998,0.0009833318979414003,0.21739130434782608,0.6956521739130435,0.17391304347826086
heldout,outbound,15_30,displaced_intercept,-0.0002,23,23,-0.00019978653777,8.496368220956567e-06,0.0011367133127145601,0.0009835150954652816,0.13043478260869565,0.5652173913043478,0.08695652173913043
heldout,outbound,15_30,displaced_intercept,-0.0001,23,23,-0.00010019499527,8.586923979913011e-06,0.00113873406641778,0.0009838968057273134,0.08695652173913043,0.5217391304347826,0.043478260869565216
heldout,outbound,15_30,displaced_intercept,0.0,23,23,0.0,9.045689982608723e-06,0.001141672608928782,0.0009838777019168044,0.08695652173913043,nan,0.08695652173913043
heldout,outbound,15_30,displaced_intercept,0.0001,23,23,0.00010066871655,9.237338787391271e-06,0.001143730818964272,0.0009836970333180837,0.043478260869565216,0.5217391304347826,0.043478260869565216
heldout,outbound,15_30,displaced_intercept,0.0002,23,23,0.00020152095183,9.706786088260836e-06,0.001145084664465,0.0009834851323894955,0.08695652173913043,0.5652173913043478,0.08695652173913043
heldout,outbound,15_30,displaced_intercept,0.0005,23,23,0.00050572288843,1.0194723004156523e-05,0.00114173868133878,0.0009837477317960616,0.13043478260869565,0.6956521739130435,0.13043478260869565
heldout,outbound,15_30,displaced_intercept,0.001,23,23,0.00100817262843,7.76631910826084e-06,0.0011725888624682399,0.0009849442541314348,0.2608695652173913,0.8260869565217391,0.2608695652173913
heldout,outbound,15_30,displaced_intercept,0.002,23,23,0.00201980571463,8.890924734781992e-07,0.0011648215590227995,0.0009870601991156774,0.6521739130434783,1.0,0.6521739130434783
heldout,outbound,15_30,displaced_intercept,0.005,23,23,0.00508061509763,-1.6753150456956613e-05,0.0011831506952286,0.0010012798651646182,1.0,1.0,1.0
heldout,outbound,15_30,displaced_intercept,0.01,23,23,0.00997461187563,-2.9981064456956936e-05,0.0011509390886280011,0.001011409140265411,1.0,1.0,1.0
heldout,outbound,15_30,primary,-0.01,23,23,-0.009964941515279999,3.440589637217489e-05,0.0012109629606101996,0.0009971684837383039,1.0,1.0,1.0
heldout,outbound,15_30,primary,-0.005,23,23,-0.005018273730280001,2.4996694415652048e-05,0.0011470607419445994,0.0009867876768869413,1.0,1.0,1.0
heldout,outbound,15_30,primary,-0.002,23,23,-0.0020090959782799998,6.57728022434794e-06,0.0012331553788008003,0.0009757902424996334,0.6086956521739131,1.0,0.6086956521739131
heldout,outbound,15_30,primary,-0.001,23,23,-0.00100292763428,1.1163437816087002e-05,0.0012581698356527997,0.0009756415578524885,0.2608695652173913,0.8260869565217391,0.2608695652173913
heldout,outbound,15_30,primary,-0.0005,23,23,-0.00050108828308,6.95414566021743e-06,0.00124590432855168,0.0009735987998238666,0.13043478260869565,0.6086956521739131,0.13043478260869565
heldout,outbound,15_30,primary,-0.0002,23,23,-0.00019995976217999998,4.55984702434781e-06,0.00121798281615822,0.0009734803609471413,0.043478260869565216,0.6086956521739131,0.043478260869565216
heldout,outbound,15_30,primary,-0.0001,23,23,-9.990012208e-05,3.547001663478251e-06,0.001208112562776,0.0009739057374420178,0.043478260869565216,0.6086956521739131,0.043478260869565216
heldout,outbound,15_30,primary,0.0,23,23,0.0,2.316895498260877e-06,0.001198236493924932,0.0009742545706315336,0.08695652173913043,nan,0.08695652173913043
heldout,outbound,15_30,primary,0.0001,23,23,9.992299369e-05,1.210524276521745e-06,0.001189113309650658,0.0009742040157931129,0.08695652173913043,0.6086956521739131,0.043478260869565216
heldout,outbound,15_30,primary,0.0002,23,23,0.00020006435562,1.9864309217390166e-07,0.00118070503474056,0.0009740160104605432,0.08695652173913043,0.6521739130434783,0.043478260869565216
heldout,outbound,15_30,primary,0.0005,23,23,0.00050201295542,-2.750546915217378e-06,0.00115658288470158,0.0009744487017671704,0.043478260869565216,0.7391304347826086,0.043478260869565216
heldout,outbound,15_30,primary,0.001,23,23,0.00099672071582,-6.7848447830434445e-06,0.00112655432743014,0.0009751758428248439,0.21739130434782608,0.8260869565217391,0.21739130434782608
heldout,outbound,15_30,primary,0.002,23,23,0.00199307597572,-1.816328177130433e-05,0.0010565687386926,0.0009695594928134328,0.6521739130434783,0.9565217391304348,0.6521739130434783
heldout,outbound,15_30,primary,0.005,23,23,0.00496982643872,-2.6530918453913297e-05,0.0009845566135188001,0.0009754666575212497,1.0,1.0,1.0
heldout,outbound,15_30,primary,0.01,23,23,0.00995968041972,-5.752898080173893e-05,0.0007689783554669996,0.001004177835804752,1.0,1.0,1.0
heldout,outbound,15_30,reference_split,-0.01,23,23,-0.009866246300069999,-6.395426200433788e-06,0.001270325378015399,0.0010522047797919278,1.0,1.0,1.0
heldout,outbound,15_30,reference_split,-0.005,23,23,-0.00492316068907,1.631502453869566e-05,0.0013134039755970002,0.0010520583017555973,1.0,1.0,1.0
heldout,outbound,15_30,reference_split,-0.002,23,23,-0.00195910446207,1.2599964573478239e-05,0.0013409870236056,0.0010590526796467959,0.5652173913043478,1.0,0.5652173913043478
heldout,outbound,15_30,reference_split,-0.001,23,23,-0.00097992920307,1.4472395738260938e-06,0.0013068958686461996,0.0010537909351433189,0.2608695652173913,0.7391304347826086,0.2608695652173913
heldout,outbound,15_30,reference_split,-0.0005,23,23,-0.00048907431637,-9.067078704782625e-06,0.00129541078869342,0.0010495124662421476,0.13043478260869565,0.6086956521739131,0.13043478260869565
heldout,outbound,15_30,reference_split,-0.0002,23,23,-0.00019481014937,-1.424241734869571e-05,0.00128971795162182,0.0010470060951319666,0.08695652173913043,0.5652173913043478,0.08695652173913043
heldout,outbound,15_30,reference_split,-0.0001,23,23,-9.721968227e-05,-1.5735121265652133e-05,0.0012871419787480799,0.0010461328342610263,0.08695652173913043,0.5217391304347826,0.08695652173913043
heldout,outbound,15_30,reference_split,0.0,23,23,0.0,-1.7416284372173965e-05,0.001284455240783862,0.0010451711810008418,0.08695652173913043,nan,0.08695652173913043
heldout,outbound,15_30,reference_split,0.0001,23,23,9.694563569999999e-05,-1.9097182206086997e-05,0.001281930524209062,0.001044120876569948,0.043478260869565216,0.5217391304347826,0.0
heldout,outbound,15_30,reference_split,0.0002,23,23,0.00019487775602999998,-2.054942312652178e-05,0.00128064711215658,0.0010429971752290957,0.043478260869565216,0.5217391304347826,0.0
heldout,outbound,15_30,reference_split,0.0005,23,23,0.0004882878658299999,-2.4325409204347854e-05,0.0012749316071687998,0.0010399002569566561,0.13043478260869565,0.7391304347826086,0.08695652173913043
heldout,outbound,15_30,reference_split,0.001,23,23,0.00097682622693,-3.102624805304352e-05,0.001265676173640186,0.0010357815211271431,0.34782608695652173,0.8260869565217391,0.34782608695652173
heldout,outbound,15_30,reference_split,0.002,23,23,0.00194913212693,-3.4132755317826165e-05,0.0012477605603568,0.00102055102664131,0.5217391304347826,0.9565217391304348,0.5217391304347826
heldout,outbound,15_30,reference_split,0.005,23,23,0.00487883140693,-4.772925680913053e-05,0.0012349872882564,0.0010188288386583152,1.0,1.0,1.0
heldout,outbound,15_30,reference_split,0.01,23,23,0.009876257935930001,-5.014219833086905e-05,0.0013344765785945998,0.001007811608768321,1.0,1.0,1.0
heldout,outbound,15_30,slowness_offset_m,-0.01,23,23,-0.01104292521738,-0.0009877339243365216,0.0014541353105579995,0.0015383955051876826,1.0,1.0,1.0
heldout,outbound,15_30,slowness_offset_m,-0.005,23,23,-0.00553750473238,-0.0004991428792495649,0.0016084909048152002,0.001290895910688609,1.0,1.0,1.0
heldout,outbound,15_30,slowness_offset_m,-0.002,23,23,-0.00221406861138,-0.00019864860497565217,0.0015703902345852,0.001220133830915503,0.6086956521739131,1.0,0.6086956521739131
heldout,outbound,15_30,slowness_offset_m,-0.001,23,23,-0.0011047584013800002,-9.484158550130435e-05,0.0015480245301066002,0.0012065584004237063,0.2608695652173913,0.782608695652174,0.2608695652173913
heldout,outbound,15_30,slowness_offset_m,-0.0005,23,23,-0.00054906093898,-4.6575560110434874e-05,0.0015125710478104798,0.00120091611197497,0.08695652173913043,0.6956521739130435,0.08695652173913043
heldout,outbound,15_30,slowness_offset_m,-0.0002,23,23,-0.00021908975448000002,-1.649235706695654e-05,0.0014964426433110001,0.0011989299774010722,0.043478260869565216,0.6086956521739131,0.043478260869565216
heldout,outbound,15_30,slowness_offset_m,-0.0001,23,23,-0.00010934944138000001,-7.136370771304387e-06,0.00149234656080552,0.0011982777843097313,0.043478260869565216,0.5652173913043478,0.043478260869565216
heldout,outbound,15_30,slowness_offset_m,0.0,23,23,0.0,1.879782296521725e-06,0.001486087815491832,0.0011976977481532945,0.08695652173913043,nan,0.08695652173913043
heldout,outbound,15_30,slowness_offset_m,0.0001,23,23,0.000111510995,1.1596642301739085e-05,0.0014784358504686122,0.0011973687318531032,0.08695652173913043,0.5217391304347826,0.043478260869565216
heldout,outbound,15_30,slowness_offset_m,0.0002,23,23,0.00022427672852,2.121018122869558e-05,0.0014691923412990598,0.0011971423659053993,0.17391304347826086,0.5217391304347826,0.13043478260869565
heldout,outbound,15_30,slowness_offset_m,0.0005,23,23,0.00056073468562,4.8839824697826066e-05,0.0014419614758765997,0.0011956462477844799,0.13043478260869565,0.6521739130434783,0.13043478260869565
heldout,outbound,15_30,slowness_offset_m,0.001,23,23,0.0011238952216199999,9.654594961913039e-05,0.0013969929398754003,0.0011955468775146825,0.2608695652173913,0.782608695652174,0.2608695652173913
heldout,outbound,15_30,slowness_offset_m,0.002,23,23,0.00224558941162,0.00019085942816782605,0.0013411571860553998,0.0012014870420602704,0.5217391304347826,0.9565217391304348,0.5217391304347826
heldout,outbound,15_30,slowness_offset_m,0.005,23,23,0.00553252348762,0.0004670960026634782,0.0013350208543980002,0.0012699769167169924,1.0,1.0,1.0
heldout,outbound,15_30,slowness_offset_m,0.01,23,23,0.01097123511262,0.0009151939559243478,0.0013223143941840008,0.0014970988642794025,1.0,1.0,1.0
heldout,outbound,15_30,slowness_offset_p,-0.01,23,23,-0.009548769027500001,0.0003816883840652171,0.0010307705231418004,0.0012133477763898518,1.0,1.0,1.0
heldout,outbound,15_30,slowness_offset_p,-0.005,23,23,-0.0046972582295,1.1188629543478515e-05,0.001101454882164,0.0011579879392125704,1.0,1.0,1.0
heldout,outbound,15_30,slowness_offset_p,-0.002,23,23,-0.0018989863264999999,-0.0002477610202556521,0.0012495626754828002,0.0011895404182532647,0.4782608695652174,1.0,0.4782608695652174
heldout,outbound,15_30,slowness_offset_p,-0.001,23,23,-0.0009444041214,-0.00031227036242565217,0.0013193991742608598,0.00120734454641545,0.13043478260869565,0.8695652173913043,0.13043478260869565
heldout,outbound,15_30,slowness_offset_p,-0.0005,23,23,-0.0004705583166,-0.0003451507935469566,0.00129716829861234,0.0012166677574903483,0.13043478260869565,0.782608695652174,0.13043478260869565
heldout,outbound,15_30,slowness_offset_p,-0.0002,23,23,-0.00018904678671,-0.0003694159682395652,0.001290562801580094,0.0012258082401114317,0.13043478260869565,0.6956521739130435,0.13043478260869565
heldout,outbound,15_30,slowness_offset_p,-0.0001,23,23,-9.419329470000001e-05,-0.00037733249035652185,0.0012893206486250999,0.0012290170695541092,0.08695652173913043,0.6086956521739131,0.08695652173913043
heldout,outbound,15_30,slowness_offset_p,0.0,23,23,0.0,-0.0003848722430043478,0.0012862259596754398,0.0012318890378726264,0.08695652173913043,nan,0.08695652173913043
heldout,outbound,15_30,slowness_offset_p,0.0001,23,23,9.230003279999999e-05,-0.00039295231134347825,0.00128043389633712,0.0012347004874396716,0.043478260869565216,0.5217391304347826,0.0
heldout,outbound,15_30,slowness_offset_p,0.0002,23,23,0.0001850923941,-0.00040089535526521743,0.0012753722372231399,0.0012376295648318881,0.043478260869565216,0.5217391304347826,0.0
heldout,outbound,15_30,slowness_offset_p,0.0005,23,23,0.0004701073971,-0.0004239018484634782,0.0012945912606387598,0.0012486326878545372,0.043478260869565216,0.5217391304347826,0.0
heldout,outbound,15_30,slowness_offset_p,0.001,23,23,0.0009362038295000001,-0.00046366091749565217,0.0013085142295869,0.0012688245293367892,0.13043478260869565,0.6521739130434783,0.08695652173913043
heldout,outbound,15_30,slowness_offset_p,0.002,23,23,0.0018350641874999999,-0.0005486074697184349,0.0013071975955373997,0.0013116168116921506,0.21739130434782608,0.8695652173913043,0.21739130434782608
heldout,outbound,15_30,slowness_offset_p,0.005,23,23,0.0045195980095,-0.0008068880965434781,0.0012775062947766008,0.0014693111628517209,0.9565217391304348,1.0,0.9565217391304348
heldout,outbound,15_30,slowness_offset_p,0.01,23,23,0.008909012138499999,-0.0012473836111521746,0.001246773448242,0.001766731051670485,1.0,1.0,1.0
heldout,outbound,3_15,aperture_200m,-0.01,23,23,-0.0100882417521,-0.00026679855331739126,0.0011128085944163999,0.0011108711978485614,1.0,1.0,1.0
heldout,outbound,3_15,aperture_200m,-0.005,23,23,-0.0050109289471,-0.00028311716440434777,0.0010307073302819989,0.0011026764732047609,1.0,1.0,1.0
heldout,outbound,3_15,aperture_200m,-0.002,23,23,-0.0019982931411,-0.00028135406493913056,0.000958542056976,0.001091605659096824,0.4782608695652174,0.9565217391304348,0.4782608695652174
heldout,outbound,3_15,aperture_200m,-0.001,23,23,-0.0009851203499,-0.0002808210367491304,0.0009505956845095201,0.0010885987122677748,0.2608695652173913,0.9565217391304348,0.2608695652173913
heldout,outbound,3_15,aperture_200m,-0.0005,23,23,-0.0004898670739,-0.0002722600599121739,0.0009180462836592599,0.0010874850142418777,0.13043478260869565,0.7391304347826086,0.13043478260869565
heldout,outbound,3_15,aperture_200m,-0.0002,23,23,-0.00019844696863,-0.0002676135477454348,0.0008955595845949618,0.0010834146367093335,0.043478260869565216,0.6086956521739131,0.043478260869565216
heldout,outbound,3_15,aperture_200m,-0.0001,23,23,-9.949878389e-05,-0.00026652404779086954,0.0008924801299829937,0.001082330882814229,0.043478260869565216,0.5652173913043478,0.043478260869565216
heldout,outbound,3_15,aperture_200m,0.0,23,23,0.0,-0.00026488594988478256,0.00089367904946208,0.0010796800444983086,0.08695652173913043,nan,0.08695652173913043
heldout,outbound,3_15,aperture_200m,0.0001,23,23,9.99710227e-05,-0.0002628897378595218,0.0008949050385336599,0.0010769424030579833,0.08695652173913043,0.5217391304347826,0.043478260869565216
heldout,outbound,3_15,aperture_200m,0.0002,23,23,0.00020342973819999997,-0.0002604637364043479,0.0008912115990535798,0.0010737178791674394,0.043478260869565216,0.5217391304347826,0.043478260869565216
heldout,outbound,3_15,aperture_200m,0.0005,23,23,0.0005152415370999999,-0.0002567936967134783,0.0009046473000808738,0.0010712716726633013,0.043478260869565216,0.5652173913043478,0.043478260869565216
heldout,outbound,3_15,aperture_200m,0.001,23,23,0.0010889916569,-0.00024341163629913048,0.00100602773480034,0.0010737467813470372,0.043478260869565216,0.7391304347826086,0.043478260869565216
heldout,outbound,3_15,aperture_200m,0.002,23,23,0.0020755905769,-0.0002241893923608697,0.0009959092746077997,0.0010853323116483285,0.43478260869565216,0.9565217391304348,0.43478260869565216
heldout,outbound,3_15,aperture_200m,0.005,23,23,0.0050330522858999995,-0.00020619154379565235,0.0008744784872334009,0.0010737962708376157,1.0,1.0,1.0
heldout,outbound,3_15,aperture_200m,0.01,23,23,0.0099192506439,-0.00019948431236086985,0.0010322521994819984,0.0010747404467006914,1.0,1.0,1.0
heldout,outbound,3_15,aperture_800m,-0.01,23,23,-0.01044371111297,-0.0005288536373613038,0.0023237569869989996,0.0018660289168757655,1.0,1.0,1.0
heldout,outbound,3_15,aperture_800m,-0.005,23,23,-0.0053546430819699994,-0.0002974347286656519,0.002561130032886599,0.001791820733228524,0.9565217391304348,1.0,0.9565217391304348
heldout,outbound,3_15,aperture_800m,-0.002,23,23,-0.0021387258159699996,-0.00015797556789608682,0.0024915403422340193,0.001751923140036847,0.34782608695652173,0.8260869565217391,0.34782608695652173
heldout,outbound,3_15,aperture_800m,-0.001,23,23,-0.0010622550049700001,-0.00011442914229782597,0.0023392284650784003,0.001736414909528449,0.2608695652173913,0.6521739130434783,0.2608695652173913
heldout,outbound,3_15,aperture_800m,-0.0005,23,23,-0.00052568172647,-9.688288377869554e-05,0.0022754147420654997,0.0017260778153213715,0.17391304347826086,0.6086956521739131,0.17391304347826086
heldout,outbound,3_15,aperture_800m,-0.0002,23,23,-0.00020974020397,-8.298791305608688e-05,0.0022892159252087996,0.0017206872066215656,0.08695652173913043,0.5652173913043478,0.08695652173913043
heldout,outbound,3_15,aperture_800m,-0.0001,23,23,-0.0001048356451,-7.826745338217395e-05,0.002293205646094062,0.0017189046888108233,0.08695652173913043,0.5652173913043478,0.08695652173913043
heldout,outbound,3_15,aperture_800m,0.0,23,23,0.0,-7.349151969869555e-05,0.002297382490714122,0.0017171512277735649,0.08695652173913043,nan,0.08695652173913043
heldout,outbound,3_15,aperture_800m,0.0001,23,23,0.00010466842933,-6.84419391317391e-05,0.0023007891175621797,0.001715610893478949,0.08695652173913043,0.5217391304347826,0.043478260869565216
heldout,outbound,3_15,aperture_800m,0.0002,23,23,0.00020903415032999997,-6.34717175639131e-05,0.00230322350524938,0.0017141400549226414,0.08695652173913043,0.6086956521739131,0.043478260869565216
heldout,outbound,3_15,aperture_800m,0.0005,23,23,0.00052451246993,-4.758097047608689e-05,0.0023118494957737198,0.0017077869759945003,0.08695652173913043,0.6521739130434783,0.08695652173913043
heldout,outbound,3_15,aperture_800m,0.001,23,23,0.00105223331903,-1.9031335622173863e-05,0.0023197021901592,0.001694784735413371,0.21739130434782608,0.6521739130434783,0.21739130434782608
heldout,outbound,3_15,aperture_800m,0.002,23,23,0.0021134722920300004,3.0506066550000068e-05,0.00234584338401882,0.001678287358885232,0.391304347826087,0.8260869565217391,0.391304347826087
heldout,outbound,3_15,aperture_800m,0.005,23,23,0.00519189845503,0.00017496590289956532,0.002239982740716,0.0016498863629086057,0.9130434782608695,1.0,0.9130434782608695
heldout,outbound,3_15,aperture_800m,0.01,23,23,0.01033898470703,0.0003933394230299998,0.0024628390391723985,0.0016323162714741966,1.0,1.0,1.0
heldout,outbound,3_15,displaced_intercept,-0.01,23,23,-0.0099757097056,-0.00020596000555652086,0.0011388671560098004,0.0009916111738563496,1.0,1.0,1.0
heldout,outbound,3_15,displaced_intercept,-0.005,23,23,-0.0050025215156,-0.0002359887345130435,0.0010471497675491998,0.0009587888208961406,1.0,1.0,1.0
heldout,outbound,3_15,displaced_intercept,-0.002,23,23,-0.0019976732766,-0.00025600939194782605,0.0008158370092824,0.000935251899576167,0.782608695652174,1.0,0.782608695652174
heldout,outbound,3_15,displaced_intercept,-0.001,23,23,-0.0009902852784,-0.0002623060354347826,0.0008459564896675198,0.0009294643844211989,0.34782608695652173,0.8695652173913043,0.34782608695652173
heldout,outbound,3_15,displaced_intercept,-0.0005,23,23,-0.0004804636441,-0.0002618592323904348,0.00089357991289266,0.000927898563819618,0.17391304347826086,0.8695652173913043,0.17391304347826086
heldout,outbound,3_15,displaced_intercept,-0.0002,23,23,-0.00019028992468,-0.00026166395760086945,0.000898597410571392,0.0009280742006710877,0.17391304347826086,0.6521739130434783,0.17391304347826086
heldout,outbound,3_15,displaced_intercept,-0.0001,23,23,-9.48328201e-05,-0.0002616162682260869,0.00089863763792754,0.0009277401744004079,0.17391304347826086,0.5652173913043478,0.17391304347826086
heldout,outbound,3_15,displaced_intercept,0.0,23,23,0.0,-0.00026175446748695654,0.0008979954552231599,0.0009275419968186856,0.08695652173913043,nan,0.08695652173913043
heldout,outbound,3_15,displaced_intercept,0.0001,23,23,9.5632103e-05,-0.0002620191695736088,0.00089841901358328,0.0009275549458779278,0.0,0.5217391304347826,0.0
heldout,outbound,3_15,displaced_intercept,0.0002,23,23,0.00019353394570000002,-0.00026187274089504347,0.000901948116342,0.0009276398421490607,0.0,0.5217391304347826,0.0
heldout,outbound,3_15,displaced_intercept,0.0005,23,23,0.0004938509890999999,-0.0002627374582956521,0.0009220091936953798,0.000927299099349743,0.08695652173913043,0.6086956521739131,0.08695652173913043
heldout,outbound,3_15,displaced_intercept,0.001,23,23,0.0009952583214,-0.000266901773572174,0.0009565298224406401,0.0009259675983508771,0.13043478260869565,0.782608695652174,0.13043478260869565
heldout,outbound,3_15,displaced_intercept,0.002,23,23,0.0020014298694,-0.0002700762198869567,0.0010282151241599994,0.0009228040987996924,0.5652173913043478,1.0,0.5652173913043478
heldout,outbound,3_15,displaced_intercept,0.005,23,23,0.0049898206154,-0.0002822300004695655,0.0011574464498310003,0.000918901539325806,1.0,1.0,1.0
heldout,outbound,3_15,displaced_intercept,0.01,23,23,0.009775102229400002,-0.00030326740707826023,0.0009531014605728012,0.0009246171817895739,1.0,1.0,1.0
heldout,outbound,3_15,primary,-0.01,23,23,-0.00983316389731,-5.633329296217359e-05,0.000802531845536399,0.0012345722197249214,1.0,1.0,1.0
heldout,outbound,3_15,primary,-0.005,23,23,-0.00491619450531,-9.025361496217365e-05,0.0009342202293312001,0.0012486842135541272,1.0,1.0,1.0
heldout,outbound,3_15,primary,-0.002,23,23,-0.00192685297931,-0.00011753558199695643,0.0009173711371229999,0.0012357759476416318,0.34782608695652173,0.9565217391304348,0.34782608695652173
heldout,outbound,3_15,primary,-0.001,23,23,-0.00094347762061,-0.0001162114303708695,0.0010303659122614202,0.0012303486990338027,0.2608695652173913,0.8260869565217391,0.2608695652173913
heldout,outbound,3_15,primary,-0.0005,23,23,-0.00047664171081000003,-0.0001192922954982608,0.0010686953533052999,0.001226723810294752,0.08695652173913043,0.6521739130434783,0.08695652173913043
